,0
0,0.03788124397397041
1,0.0744856595993042
2,0.11083267629146576
3,0.14696220308542252
4,0.1837143339216709
5,0.22013482078909874
6,0.25822050124406815
7,0.2943538874387741
8,0.32753125950694084
9,0.3626258373260498
10,0.3976813405752182
11,0.4349946603178978
12,0.4678281135857105
13,0.4997318275272846
14,0.5317632220685482
15,0.5623295288532972
16,0.5923314932733774
17,0.6230024453252554
18,0.654995022341609
19,0.6806275807321072
20,0.7069803159683943
21,0.7375182677060366
22,0.7627272605895996
23,0.7912543378770351
24,0.8138705957680941
25,0.8415962439030409
26,0.8619374781847
27,0.8831318933516741
28,0.9049456492066383
29,0.9309676196426153
30,0.9518544059246778
31,0.9724676385521889
32,0.9965351838618517
33,1.017712939530611
34,1.0386315509676933
35,1.0660534612834454
36,1.0844617914408445
37,1.1053937785327435
38,1.122642956674099
39,1.1432744450867176
40,1.1634320765733719
41,1.1827744655311108
42,1.2030273787677288
43,1.2210170459002256
44,1.239280104637146
45,1.2570328172296286
46,1.2749603930860758
47,1.29279893822968
48,1.3124075047671795
49,1.3273312924429774
50,1.344892387278378
51,1.3636755114421248
52,1.3821269711479545
53,1.3958403309807181
54,1.4107442190870643
55,1.4226956833153963
56,1.437686188146472
57,1.4548372030258179
58,1.472873568534851
59,1.487109949812293
60,1.4981873836368322
61,1.5112710231915116
62,1.5268195355311036
63,1.5395339392125607
64,1.5524191856384277
65,1.5705484375357628
66,1.5849719531834126
67,1.5959803750738502
68,1.6104255942627788
69,1.624991905875504
70,1.6393183479085565
71,1.6523895217105746
72,1.6671659024432302
73,1.6811393210664392
74,1.6930435886606574
75,1.7059976933524013
76,1.7178399469703436
77,1.7319147549569607
78,1.7436520010232925
79,1.755139471963048
80,1.766144147142768
81,1.785429811105132
82,1.7950402805581689
83,1.807584117166698
84,1.8213186617940664
85,1.8348566591739655
86,1.8505670316517353
87,1.86598539352417
88,1.8806649260222912
89,1.8940203972160816
90,1.905871594324708
91,1.917824606411159
92,1.9318125154823065
93,1.9449556488543749
94,1.9589722771197557
95,1.9717015763744712
96,1.9850922841578722
97,1.994496800005436
98,2.0037195831537247
99,2.0139673165977
100,2.0258533088490367
101,2.040254222229123
102,2.054947833530605
103,2.0645676469430327
104,2.0752445133402944
105,2.089040364138782
106,2.1017411025241017
107,2.1125354412943125
108,2.124210538342595
109,2.1333121294155717
110,2.1441423101350665
111,2.156772779300809
112,2.1681402809917927
113,2.177664059214294
114,2.1927349269390106
115,2.2054328257218003
116,2.2161100218072534
117,2.2316892091184855
118,2.240900178439915
119,2.251738023944199
120,2.264985680580139
121,2.2775575425475836
122,2.290085256099701
123,2.29908443428576
124,2.3100856579840183
125,2.3200822295621037
126,2.3312162663787603
127,2.341597375459969
128,0.007712070364505053
129,0.015365888830274343
130,0.02573803486302495
131,0.03187570860609412
132,0.040336421225219965
133,0.04787698108702898
134,0.05588229279965162
135,0.06578108947724104
136,0.07374281249940395
137,0.08608100190758705
138,0.09411222580820322
139,0.10305042192339897
140,0.11213316023349762
141,0.1200389713048935
142,0.12665652437135577
143,0.13453000830486417
144,0.1415192256681621
145,0.14810472400858998
146,0.15563848707824945
147,0.16420774534344673
148,0.17261973209679127
149,0.18479827046394348
150,0.19483763072639704
151,0.2022259938530624
152,0.21036470821127295
153,0.21786389173939824
154,0.22842478984966874
155,0.23527758987620473
156,0.24566305940970778
157,0.2522492967545986
158,0.26055549643933773
159,0.26670166477560997
160,0.27566248271614313
161,0.28257259307429194
162,0.29492641193792224
163,0.3023307085968554
164,0.3109117695130408
165,0.31753118988126516
166,0.3266908060759306
167,0.334837406873703
168,0.343801936134696
169,0.3500105128623545
170,0.35814491799101233
171,0.3662047036923468
172,0.37074266001582146
173,0.37593053095042706
174,0.38171126367524266
175,0.3876301348209381
176,0.3950700373388827
177,0.4015541593544185
178,0.4104064139537513
179,0.41580982226878405
180,0.42574935499578714
181,0.4323707027360797
182,0.4393660444766283
183,0.448708675801754
184,0.455448851455003
185,0.46195613825693727
186,0.4703343058936298
187,0.48021230520680547
188,0.4912494686432183
189,0.4986482048407197
190,0.5073764463886619
191,0.513235654681921
192,0.5199012388475239
193,0.5285921175964177
194,0.5344792953692377
195,0.5416133622638881
196,0.5495636151172221
197,0.5576788051985204
198,0.5638982085511088
199,0.5709522911347449
200,0.5780851077288389
201,0.5864694761112332
202,0.5946042267605662
203,0.6012345245108008
204,0.6095974361523986
205,0.615121909417212
206,0.6254876600578427
207,0.6332452553324401
208,0.6412034626118839
209,0.6477672173641622
210,0.654238922521472
211,0.665086361579597
212,0.6718202298507094
213,0.6804133374243975
214,0.6881726225838065
215,0.6967069953680038
216,0.7064210325479507
217,0.7127083647064865
218,0.7189805028028786
219,0.723186335992068
220,0.7311263238079846
221,0.7380404258146882
222,0.7441297476179898
223,0.7503439695574343
224,0.759197183419019
225,0.764578761998564
226,0.7701132539659739
227,0.7771976497024298
228,0.7827568287029862
229,0.7906480031087995
230,0.7976967901922762
231,0.8062665876932442
232,0.815664738882333
233,0.8241538661532104
234,0.828743017744273
235,0.834692932665348
236,0.840950395911932
237,0.8498559482395649
238,0.855591896455735
239,0.863886356819421
240,0.8701898786239326
241,0.8761877226643264
242,0.8830496976152062
243,0.8920143656432629
244,0.9007764952257276
245,0.9063701778650284
246,0.9133819541893899
247,0.9204231495968997
248,0.9287993418984115
249,0.9371068351902068
250,0.9455008893273771
251,0.955298135522753
252,0.9633117350749671
253,0.9692915030755103
254,0.9752219798974693
255,0.9841148923151195
256,0.005275571718811989
257,0.01058547105640173
258,0.01548321545124054
259,0.019181746523827314
260,0.02358031226322055
261,0.03080842038616538
262,0.03479703515768051
263,0.041651740204542875
264,0.05030617816373706
265,0.055456312373280525
266,0.06447299011051655
267,0.07185279438272119
268,0.07609569048509002
269,0.08066783705726266
270,0.08719268441200256
271,0.09268180374056101
272,0.09771088790148497
273,0.1057415921241045
274,0.11273261439055204
275,0.11729339091107249
276,0.1232243194244802
277,0.12916927924379706
278,0.13203891343437135
279,0.13865903276018798
280,0.14444241137243807
281,0.15105697023682296
282,0.15713107050396502
283,0.16198955266736448
284,0.1706479366403073
285,0.17706008185632527
286,0.18220158549956977
287,0.188083364861086
288,0.19383928342722356
289,0.19880712288431823
290,0.20475017162971199
291,0.21016968158073723
292,0.21597985248081386
293,0.22107392479665577
294,0.2275939693208784
295,0.23315502353943884
296,0.23721480905078351
297,0.2450345184188336
298,0.2508675407152623
299,0.2565150351729244
300,0.26039706892333925
301,0.2685065648984164
302,0.27544926037080586
303,0.2821014707442373
304,0.2856226565781981
305,0.2927996201906353
306,0.2979598653037101
307,0.3016244370955974
308,0.3063072531949729
309,0.31202393560670316
310,0.3167081687133759
311,0.32282356289215386
312,0.3272030430380255
313,0.33126721647568047
314,0.337570148287341
315,0.34493670449592173
316,0.34956698142923415
317,0.35439354204572737
318,0.35933527327142656
319,0.3653621554840356
320,0.37202497967518866
321,0.3785441673826426
322,0.38387392624281347
323,0.391224057180807
324,0.3966569600161165
325,0.4017088876571506
326,0.40617514424957335
327,0.41156513220630586
328,0.41600830643437803
329,0.42165195127017796
330,0.4261296901386231
331,0.4303596036043018
332,0.43714797287248075
333,0.44372415845282376
334,0.45263233804143965
335,0.45837856573052704
336,0.4636271328199655
337,0.4691099326591939
338,0.4724056718405336
339,0.47640123148448765
340,0.4824317640159279
341,0.4898655756842345
342,0.4937686452176422
343,0.4979722013231367
344,0.5022350561339408
345,0.5101588054094464
346,0.5133754448033869
347,0.519329387228936
348,0.526103709358722
349,0.5295985958073288
350,0.5347929091658443
351,0.5408182099927217
352,0.5463900493923575
353,0.5532261279877275
354,0.5574860030319542
355,0.5641481394413859
356,0.5670792553573847
357,0.5734448498114944
358,0.5812843320891261
359,0.5886601414531469
360,0.5942663075402379
361,0.601760677061975
362,0.6056938953697681
363,0.6130331703461707
364,0.618027922231704
365,0.6267493716441095
366,0.6309973010793328
367,0.6362857138738036
368,0.6415280755609274
369,0.6456848219968379
370,0.6525842761620879
371,0.6589891370385885
372,0.6648626178503036
373,0.6696549765765667
374,0.6767124044708908
375,0.6810635654255748
376,0.6853265524841845
377,0.6888801022432745
378,0.6943215294741094
379,0.698216259945184
380,0.7052229619584978
381,0.7113805250264704
382,0.7185171558521688
383,0.7266818410716951
384,0.004035098943859339
385,0.00792028708383441
386,0.012206761632114649
387,0.01797174895182252
388,0.02169777569361031
389,0.026977471774443984
390,0.031088500982150435
391,0.03622979833744466
392,0.046127732610329986
393,0.051261054584756494
394,0.056506450986489654
395,0.06204285589046776
396,0.06977035501040518
397,0.07641309988684952
398,0.08387055457569659
399,0.08936601155437529
400,0.09278118656948209
401,0.09653504751622677
402,0.1007254607975483
403,0.10601487755775452
404,0.11200664844363928
405,0.11430340679362416
406,0.11697819619439542
407,0.12232977733947337
408,0.12637225328944623
409,0.13043469074182212
410,0.13560579647310078
411,0.14071365050040185
412,0.1465046398807317
413,0.14961236622184515
414,0.1560160145163536
415,0.1589755699969828
416,0.16602620296180248
417,0.17208071751520038
418,0.1780260792002082
419,0.18318843794986606
420,0.1866555253509432
421,0.19149890658445656
422,0.1935273555573076
423,0.1988823504652828
424,0.2021015426144004
425,0.20549254049547017
426,0.2101945874746889
427,0.21447386988438666
428,0.21949473139829934
429,0.22266544844023883
430,0.2296854977030307
431,0.23537200666032732
432,0.23942497954703867
433,0.24277792079374194
434,0.24717024574056268
435,0.25383790070191026
436,0.25854676216840744
437,0.262599540874362
438,0.2662438005208969
439,0.26994650857523084
440,0.27354779932647943
441,0.27913501346483827
442,0.2827448067255318
443,0.2877005017362535
444,0.29216178273782134
445,0.29881716379895806
446,0.3036985066719353
447,0.3085276992060244
448,0.3119970678817481
449,0.31653004488907754
450,0.32027962640859187
451,0.3234376120381057
452,0.3269691055174917
453,0.33159161009825766
454,0.33573792106471956
455,0.34072892903350294
456,0.34505689633078873
457,0.3487885417416692
458,0.355989009141922
459,0.3603638974018395
460,0.36485945200547576
461,0.3684203012380749
462,0.3723234198987484
463,0.3753603564109653
464,0.3801611226517707
465,0.3853073457721621
466,0.39322388102300465
467,0.4003680015448481
468,0.4037833141628653
469,0.41031417180784047
470,0.4149471565615386
471,0.42095427098684013
472,0.42489836062304676
473,0.4297842315863818
474,0.43423293088562787
475,0.43901117821224034
476,0.44673287053592503
477,0.4515501579735428
478,0.4573588122148067
479,0.46107017854228616
480,0.46555044781416655
481,0.4701769961975515
482,0.47491428069770336
483,0.47832087567076087
484,0.48721771175041795
485,0.49038567021489143
486,0.4972012359648943
487,0.5005708208773285
488,0.5036697355099022
489,0.5083984662778676
490,0.5163773377425969
491,0.5209203721024096
492,0.5245049314107746
493,0.5309348984155804
494,0.5362421909812838
495,0.5403892614413053
496,0.5461474971380085
497,0.550099739106372
498,0.5545597511809319
499,0.5620319645386189
500,0.5645879146177322
501,0.5709115688223392
502,0.5762239976320416
503,0.5812280888203532
504,0.5861208487767726
505,0.5913579056505114
506,0.595732233254239
507,0.6006011327262968
508,0.6058741786982864
509,0.6124409737531096
510,0.6172084698919207
511,0.6210630510468036
512,0.0032040837686508894
513,0.007623116252943873
514,0.010874479310587049
515,0.014171994058415294
516,0.01617579464800656
517,0.021235969150438905
518,0.02513060043565929
519,0.02827726094983518
520,0.031593563267961144
521,0.03357102535665035
522,0.03709893696941435
523,0.040588962379843
524,0.04378659022040665
525,0.049527215072885156
526,0.05284929135814309
527,0.057777104899287224
528,0.06029546167701483
529,0.06519348500296474
530,0.06724086916074157
531,0.07017343118786812
532,0.0729373786598444
533,0.07934777392074466
534,0.08352016704156995
535,0.08699181186966598
536,0.09269779943861067
537,0.09609632031060755
538,0.09928874997422099
539,0.10412378842011094
540,0.10660978150554001
541,0.11156706768088043
542,0.1152549609541893
543,0.1188892035279423
544,0.12444929429329932
545,0.1289004150312394
546,0.13218480139039457
547,0.13667768123559654
548,0.14000205416232347
549,0.14348141197115183
550,0.14810517989099026
551,0.15180813428014517
552,0.15437136450782418
553,0.15581918403040618
554,0.15761964721605182
555,0.15879565419163555
556,0.16158575110603124
557,0.16622740135062486
558,0.17112670571077615
559,0.17524908587802202
560,0.17798554978799075
561,0.1818372862180695
562,0.18677230726461858
563,0.19192436605226249
564,0.1967721151886508
565,0.20028389187064022
566,0.20390717906411737
567,0.20804692839737982
568,0.21155230270233005
